t,test,Phase,Marqueur,BF,V'O2,V'CO2,V'O2/kg,V'O2/FC,FC,TT,V'E/V'O2,V'E/V'CO2,RER,V'E,VT,SpO2,VE'max,VD(est),FECO2,FEO2,P(A-a)O2,P(a-et) CO2(est.),PaCO2(est.),PaO2,PetO2,PetCO2,tE,tI,VD/VT(est),V'E/MVV,VB (est. V'O2max),DE,EE/BSA,EE/CT,EE/kg,EE/kg_Lean
"1:01:50,660",FTP60,Exercice,,47,3.68,3.46,40,24,153,-,29.3,31.2,0.94,116.0,2.47,-,4.9,309,3.8,17.1,-,-3,32,-,113,35,0.7,0.6,0.13,0.66,169.2,1091,513,-,12,12
"1:01:51,920",FTP60,Exercice,,47,3.71,3.48,41,24,153,-,29.5,31.4,0.94,117.3,2.50,-,5.2,323,3.8,17.1,-,-3,32,-,113,35,0.7,0.6,0.13,0.67,169.6,1098,516,-,12,12
"1:01:53,440",FTP60,Exercice,,46,3.65,3.43,40,24,151,-,29.5,31.4,0.94,115.5,2.50,-,5.2,310,3.8,17.1,-,-3,32,-,113,35,0.7,0.6,0.12,0.66,170.8,1081,508,-,12,12
"1:01:54,760",FTP60,Exercice,,45,3.65,3.51,40,24,151,-,31.2,32.4,0.96,121.5,2.67,-,5.4,374,3.7,17.1,-,-4,31,-,113,35,0.7,0.6,0.14,0.69,170.8,1087,511,-,12,12
"1:01:56,080",FTP60,Exercice,,45,3.65,3.51,40,24,150,-,31.2,32.4,0.96,121.5,2.67,-,5.5,374,3.7,17.1,-,-4,31,-,113,35,0.7,0.6,0.14,0.69,171.9,1087,511,-,12,12
"1:01:57,380",FTP60,Exercice,,45,3.83,3.69,42,26,150,-,29.8,30.9,0.96,121.6,2.68,-,5.5,270,3.7,17.1,-,-4,31,-,113,35,0.7,0.6,0.10,0.69,175.2,1141,536,-,13,13
"1:01:58,700",FTP60,Exercice,,45,3.90,3.71,43,26,150,-,30.3,31.8,0.95,125.9,2.77,-,5.5,336,3.8,17.1,-,-4,31,-,113,35,0.7,0.6,0.12,0.71,176.5,1158,544,-,13,13
"1:02:00,040",FTP60,Exercice,,45,3.83,3.69,42,26,149,-,29.8,30.9,0.96,121.6,2.68,-,5.5,270,3.8,17.1,-,-4,31,-,113,35,0.7,0.6,0.10,0.69,176.4,1141,536,-,13,13
"1:02:01,340",FTP60,Exercice,,45,3.83,3.69,42,26,149,-,29.7,30.9,0.96,121.5,2.67,-,5.5,309,3.8,17.0,-,-4,32,-,113,36,0.7,0.6,0.12,0.69,176.4,1140,536,-,13,13
"1:02:02,880",FTP60,Exercice,,45,3.84,3.65,42,26,149,-,29.2,30.7,0.95,119.8,2.68,-,5.5,304,3.9,17.0,-,-4,32,-,113,36,0.8,0.6,0.11,0.68,176.6,1140,536,-,13,13
"1:02:05,360",FTP60,Exercice,,42,3.90,3.71,43,26,149,-,27.7,29.2,0.95,115.4,2.77,-,5.5,179,3.9,17.0,-,-4,32,-,113,36,0.8,0.7,0.06,0.65,177.8,1159,545,-,13,13
"1:02:07,420",FTP60,Exercice,,42,3.90,3.71,43,26,149,-,27.7,29.2,0.95,115.4,2.77,-,5.5,179,3.9,17.0,-,-4,32,-,113,36,0.8,0.7,0.06,0.65,177.8,1159,545,-,13,13
"1:02:08,660",FTP60,Exercice,,42,3.90,3.71,43,26,148,-,27.8,29.2,0.95,115.6,2.77,-,5.5,183,3.9,17.0,-,-4,32,-,113,36,0.8,0.7,0.07,0.66,179.0,1159,545,-,13,13
"1:02:10,100",FTP60,Exercice,,42,3.90,3.71,43,26,148,-,29.1,30.6,0.95,120.8,2.90,-,5.5,288,3.8,17.0,-,-4,31,-,113,36,0.8,0.7,0.10,0.69,179.0,1159,545,-,13,13
"1:02:11,540",FTP60,Exercice,,42,4.21,3.73,46,28,148,-,27.5,31.0,0.89,122.6,2.94,-,5.5,282,3.9,17.0,-,-4,31,-,113,35,0.8,0.7,0.10,0.70,184.1,1230,579,-,13,13
"1:02:12,820",FTP60,Exercice,,42,4.21,3.73,46,28,148,-,27.4,31.0,0.89,122.6,2.94,-,5.5,240,3.8,17.0,-,-4,30,-,113,35,0.8,0.7,0.08,0.70,184.1,1231,579,-,13,13
"1:02:14,240",FTP60,Exercice,,42,4.21,3.73,46,28,148,-,27.5,31.0,0.89,122.6,2.94,-,5.5,240,3.8,17.0,-,-4,30,-,113,35,0.8,0.7,0.08,0.70,184.1,1231,579,-,13,13
"1:02:15,660",FTP60,Exercice,,42,3.87,3.71,42,26,148,-,29.8,31.1,0.96,122.6,2.94,-,5.5,251,3.8,17.0,-,-4,30,-,113,35,0.8,0.7,0.09,0.70,178.4,1152,542,-,13,13
"1:02:17,220",FTP60,Exercice,,42,3.61,3.43,40,24,148,-,30.5,32.1,0.95,117.2,2.77,-,5.5,332,3.8,17.0,-,-4,31,-,113,35,0.8,0.6,0.12,0.67,173.4,1072,504,-,12,12
"1:02:19,160",FTP60,Exercice,,42,3.57,3.37,39,24,148,-,29.3,31.0,0.95,111.8,2.65,-,5.4,298,3.8,17.0,-,-4,32,-,113,35,0.8,0.6,0.11,0.63,172.6,1058,498,-,12,12
"1:02:20,600",FTP60,Exercice,,42,3.61,3.43,40,24,148,-,30.5,32.1,0.95,117.2,2.77,-,5.4,370,3.8,17.0,-,-4,31,-,112,35,0.8,0.6,0.13,0.67,173.4,1071,504,-,12,12
"1:02:21,780",FTP60,Exercice,,42,3.92,3.68,43,27,148,-,26.8,28.6,0.94,112.4,2.66,-,5.4,143,3.8,16.9,-,-4,32,-,112,36,0.8,0.7,0.05,0.64,179.3,1161,546,-,13,13
"1:02:23,020",FTP60,Exercice,,42,3.56,3.37,39,24,149,-,27.9,29.5,0.95,106.8,2.53,-,5.4,223,3.8,16.9,-,-3,32,-,112,36,0.7,0.7,0.09,0.61,171.4,1058,497,-,12,12
"1:02:24,440",FTP60,Exercice,,42,3.52,3.23,39,24,149,-,28.2,30.7,0.92,106.4,2.52,-,4.8,304,3.8,16.9,-,-3,32,-,112,36,0.7,0.6,0.12,0.60,170.5,1037,488,-,11,11
"1:02:25,860",FTP60,Exercice,,43,3.62,3.33,40,24,149,-,28.2,30.7,0.92,109.5,2.52,-,4.8,304,3.9,16.9,-,-3,32,-,112,36,0.7,0.6,0.12,0.62,172.5,1067,502,-,12,12
"1:02:27,640",FTP60,Exercice,,43,3.62,3.33,40,24,149,-,28.3,30.8,0.92,109.8,2.53,-,4.8,311,3.9,16.9,-,-3,32,-,112,36,0.7,0.6,0.12,0.62,172.5,1067,502,-,12,12
"1:02:28,960",FTP60,Exercice,,42,3.67,3.42,40,24,150,-,28.5,30.5,0.93,111.8,2.65,-,4.9,279,3.9,16.9,-,-4,32,-,112,35,0.8,0.6,0.11,0.63,172.3,1085,510,-,12,12
"1:02:30,300",FTP60,Exercice,,42,3.71,3.51,41,25,150,-,28.2,29.8,0.95,111.8,2.65,-,4.9,227,3.9,16.9,-,-4,32,-,112,35,0.8,0.6,0.09,0.63,173.0,1100,517,-,12,12
"1:02:31,680",FTP60,Exercice,,42,3.92,3.52,43,26,150,-,26.5,29.5,0.90,110.8,2.66,-,4.9,200,3.9,16.8,-,-4,32,-,112,35,0.8,0.7,0.08,0.63,176.9,1149,540,-,13,13
"1:02:33,160",FTP60,Exercice,,41,3.92,3.42,43,26,150,-,25.7,29.5,0.87,107.8,2.66,-,4.9,214,3.9,16.8,-,-4,32,-,111,36,0.8,0.7,0.08,0.61,176.9,1143,538,-,13,13
"1:02:35,020",FTP60,Exercice,,41,3.95,3.42,43,26,151,-,26.7,30.7,0.87,112.1,2.77,-,5.1,289,3.9,16.8,-,-4,32,-,112,35,0.8,0.7,0.10,0.64,176.2,1149,540,-,13,13
"1:02:37,340",FTP60,Exercice,,41,4.00,3.76,44,27,151,-,27.9,29.8,0.94,118.7,2.93,-,5.1,198,3.9,16.8,-,-4,31,-,112,35,0.8,0.7,0.07,0.67,177.1,1185,557,-,13,13
"1:02:38,780",FTP60,Exercice,,38,3.70,3.47,41,25,151,-,27.9,29.8,0.94,109.8,2.93,-,5.1,198,3.9,16.8,-,-4,31,-,112,35,0.8,0.7,0.07,0.62,171.8,1096,516,-,12,12
"1:02:40,380",FTP60,Exercice,,38,3.75,3.53,41,25,152,-,28.0,29.8,0.94,111.5,2.97,-,5.3,241,4.0,16.7,-,-4,32,-,111,36,0.8,0.7,0.08,0.63,171.6,1113,523,-,12,12
"1:02:41,860",FTP60,Exercice,,38,3.75,3.53,41,25,152,-,27.5,29.3,0.94,109.8,2.93,-,5.4,203,4.0,16.7,-,-4,32,-,111,36,0.8,0.7,0.07,0.62,171.6,1113,523,-,12,12
"1:02:43,600",FTP60,Exercice,,38,3.75,3.53,41,25,152,-,28.0,29.8,0.94,111.5,2.97,-,5.5,241,4.0,16.7,-,-4,32,-,111,36,0.8,0.7,0.08,0.63,171.6,1113,523,-,12,12
"1:02:45,200",FTP60,Exercice,,38,3.76,3.53,41,25,153,-,28.0,29.8,0.94,111.5,2.97,-,5.5,225,3.9,16.8,-,-4,32,-,112,36,0.8,0.7,0.08,0.63,170.5,1113,523,-,12,12
"1:02:46,640",FTP60,Exercice,,38,3.66,3.45,40,24,153,-,28.7,30.4,0.94,111.5,2.97,-,5.4,282,3.9,16.8,-,-4,32,-,112,36,0.9,0.7,0.09,0.63,168.8,1086,511,-,12,12
"1:02:48,080",FTP60,Exercice,,38,3.54,3.30,39,23,154,-,29.0,31.1,0.93,109.1,2.87,-,5.3,342,3.9,16.8,-,-4,32,-,112,36,0.8,0.7,0.12,0.62,165.5,1047,493,-,11,11
"1:02:49,680",FTP60,Exercice,,38,3.51,3.24,38,23,154,-,27.8,30.1,0.92,104.1,2.74,-,5.2,272,3.9,16.8,-,-4,32,-,111,36,0.8,0.7,0.10,0.59,164.8,1036,487,-,11,11
"1:02:51,380",FTP60,Exercice,,39,3.65,3.37,40,24,154,-,27.8,30.1,0.92,108.2,2.74,-,5.1,281,3.9,16.8,-,-4,32,-,111,36,0.8,0.7,0.10,0.61,167.5,1077,506,-,12,12
"1:02:52,960",FTP60,Exercice,,41,3.78,3.52,41,25,154,-,28.6,30.7,0.93,115.0,2.84,-,5.1,322,3.9,16.8,-,-4,32,-,111,36,0.9,0.7,0.11,0.65,169.9,1118,526,-,12,12
"1:02:54,280",FTP60,Exercice,,39,3.68,3.43,40,24,154,-,28.6,30.7,0.93,112.0,2.84,-,5.1,317,3.9,16.8,-,-4,32,-,111,36,0.9,0.7,0.11,0.64,168.1,1089,512,-,12,12
"1:02:55,760",FTP60,Exercice,,38,3.55,3.28,39,23,154,-,27.9,30.1,0.93,105.4,2.74,-,5.0,280,3.9,16.8,-,-4,32,-,111,36,0.9,0.7,0.10,0.60,165.5,1047,492,-,11,11
"1:02:57,280",FTP60,Exercice,,39,3.64,3.37,40,24,154,-,27.9,30.1,0.93,108.2,2.74,-,5.0,280,3.9,16.8,-,-4,32,-,111,36,0.9,0.7,0.10,0.61,167.3,1074,505,-,12,12
"1:02:58,740",FTP60,Exercice,,39,3.68,3.44,40,24,154,-,28.6,30.6,0.93,112.0,2.84,-,5.0,314,3.9,16.8,-,-4,32,-,111,36,0.9,0.7,0.11,0.64,168.0,1089,512,-,12,12
"1:03:00,300",FTP60,Exercice,,41,3.83,3.59,42,25,154,-,28.5,30.4,0.94,116.0,2.86,-,5.2,298,3.9,16.8,-,-4,32,-,111,36,0.8,0.7,0.10,0.66,170.8,1134,533,-,12,12
"1:03:01,880",FTP60,Exercice,,40,3.80,3.54,42,25,154,-,28.6,30.7,0.93,115.6,2.89,-,5.3,336,3.9,16.8,-,-4,32,-,111,36,0.9,0.7,0.12,0.66,170.2,1124,528,-,12,12
"1:03:03,300",FTP60,Exercice,,40,3.88,3.63,43,25,154,-,28.6,30.6,0.94,118.0,2.95,-,5.5,325,3.9,16.8,-,-4,32,-,111,36,0.9,0.7,0.11,0.67,171.7,1149,540,-,13,13
"1:03:04,860",FTP60,Exercice,,41,3.94,3.68,43,26,154,-,28.7,30.7,0.94,119.8,2.95,-,5.5,307,3.9,16.8,-,-4,32,-,112,36,0.8,0.7,0.10,0.68,172.6,1165,548,-,13,13
"1:03:08,580",FTP60,Exercice,,40,4.11,3.84,45,27,154,-,27.1,29.1,0.93,118.3,2.96,-,5.6,160,4.0,16.7,-,-4,32,-,112,36,0.8,0.7,0.05,0.67,175.5,1216,572,-,13,13
"1:03:10,080",FTP60,Exercice,,40,4.11,3.84,45,27,154,-,27.1,29.1,0.93,118.3,2.96,-,5.6,149,4.1,16.7,-,-4,31,-,112,36,0.8,0.7,0.05,0.67,175.5,1216,572,-,13,13
"1:03:11,540",FTP60,Exercice,,40,4.11,3.84,45,27,154,-,27.1,29.1,0.93,118.3,2.96,-,5.6,149,4.1,16.7,-,-4,31,-,112,36,0.8,0.7,0.05,0.67,175.5,1216,572,-,13,13
"1:03:12,980",FTP60,Exercice,,40,4.11,3.84,45,27,153,-,27.1,29.1,0.93,118.3,2.96,-,5.5,160,4.1,16.6,-,-4,32,-,112,36,0.8,0.7,0.05,0.67,176.6,1216,572,-,13,13
"1:03:14,520",FTP60,Exercice,,40,4.11,3.84,45,27,153,-,27.1,29.0,0.93,118.2,2.95,-,5.5,216,4.2,16.6,-,-4,32,-,111,37,0.8,0.7,0.07,0.67,176.6,1216,572,-,13,13
"1:03:16,020",FTP60,Exercice,,40,4.11,3.84,45,27,153,-,25.7,27.5,0.93,112.4,2.81,-,5.6,95,4.2,16.6,-,-4,33,-,111,37,0.8,0.7,0.03,0.64,176.6,1216,572,-,13,13
"1:03:17,520",FTP60,Exercice,,40,4.11,3.84,45,27,152,-,25.7,27.5,0.93,112.4,2.81,-,5.6,95,4.2,16.6,-,-4,33,-,111,37,0.8,0.7,0.03,0.64,177.7,1216,572,-,13,13
"1:03:19,060",FTP60,Exercice,,40,4.11,3.84,45,27,152,-,25.7,27.5,0.93,112.4,2.81,-,5.6,95,4.2,16.5,-,-4,33,-,111,37,0.8,0.7,0.03,0.64,177.7,1216,572,-,13,13
"1:03:21,760",FTP60,Exercice,,40,3.90,3.70,43,26,151,-,27.0,28.5,0.95,112.4,2.81,-,5.6,186,4.2,16.5,-,-4,33,-,111,37,0.8,0.7,0.07,0.64,175.4,1159,545,-,13,13
"1:03:23,060",FTP60,Exercice,,40,3.90,3.70,43,26,151,-,27.0,28.5,0.95,112.4,2.81,-,5.6,186,4.2,16.5,-,-4,33,-,111,37,0.8,0.7,0.07,0.64,175.4,1159,545,-,13,13
"1:03:25,200",FTP60,Exercice,,40,3.90,3.65,43,26,151,-,27.6,29.5,0.94,114.5,2.86,-,5.7,261,4.2,16.5,-,-4,32,-,111,37,0.8,0.7,0.09,0.65,175.4,1156,543,-,13,13
"1:03:26,620",FTP60,Exercice,,41,3.96,3.70,43,26,150,-,27.6,29.5,0.94,116.0,2.86,-,5.7,271,4.2,16.5,-,-4,33,-,110,37,0.8,0.7,0.09,0.66,177.5,1171,550,-,13,13
"1:03:27,980",FTP60,Exercice,,41,3.95,3.67,43,26,150,-,27.8,29.9,0.93,116.8,2.88,-,5.7,295,4.0,16.7,-,-4,32,-,110,37,0.8,0.7,0.10,0.66,177.5,1168,549,-,13,13
"1:03:29,600",FTP60,Exercice,,41,4.01,3.72,44,27,150,-,27.8,29.9,0.93,118.4,2.88,-,5.7,261,4.0,16.7,-,-4,32,-,111,36,0.8,0.7,0.09,0.67,178.4,1185,557,-,13,13
"1:03:31,060",FTP60,Exercice,,41,3.96,3.67,43,26,150,-,27.8,30.0,0.93,117.0,2.89,-,5.7,259,3.9,16.8,-,-4,32,-,112,36,0.8,0.7,0.09,0.66,177.5,1169,550,-,13,13
"1:03:32,540",FTP60,Exercice,,41,3.92,3.66,43,26,150,-,28.0,30.0,0.93,116.8,2.88,-,5.6,233,3.9,16.8,-,-4,31,-,112,36,0.8,0.6,0.08,0.66,177.0,1161,546,-,13,13
"1:03:34,040",FTP60,Exercice,,41,3.66,3.45,40,24,150,-,29.8,31.7,0.94,116.0,2.86,-,5.6,358,3.8,17.0,-,-4,31,-,113,36,0.8,0.6,0.13,0.66,172.1,1085,510,-,12,12
"1:03:35,400",FTP60,Exercice,,41,3.66,3.45,40,24,151,-,29.9,31.8,0.94,116.4,2.87,-,5.6,371,3.8,17.0,-,-4,31,-,113,36,0.8,0.6,0.13,0.66,171.0,1085,510,-,12,12
"1:03:36,920",FTP60,Exercice,,41,3.63,3.44,40,24,151,-,30.1,31.8,0.95,116.4,2.87,-,5.3,368,3.8,17.1,-,-4,31,-,113,36,0.8,0.6,0.13,0.66,170.5,1079,507,-,12,12
"1:03:38,440",FTP60,Exercice,,41,3.66,3.44,40,24,151,-,29.9,31.8,0.94,116.4,2.87,-,5.3,368,3.8,17.0,-,-4,31,-,113,36,0.8,0.6,0.13,0.66,171.0,1085,510,-,12,12
"1:03:39,840",FTP60,Exercice,,40,3.61,3.46,40,24,152,-,30.0,31.3,0.96,115.2,2.88,-,5.5,326,3.8,17.1,-,-4,31,-,113,35,0.8,0.6,0.11,0.65,169.0,1075,505,-,12,12
"1:03:41,320",FTP60,Exercice,,39,3.53,3.35,39,23,152,-,30.2,31.8,0.95,113.3,2.87,-,5.6,323,3.8,17.1,-,-4,31,-,113,35,0.8,0.6,0.11,0.64,167.4,1049,493,-,11,11
"1:03:42,720",FTP60,Exercice,,39,3.53,3.42,39,23,152,-,30.3,31.3,0.97,113.6,2.88,-,5.6,286,3.8,17.1,-,-4,31,-,114,35,0.8,0.7,0.10,0.64,167.4,1053,495,-,12,12
"1:03:44,300",FTP60,Exercice,,41,3.60,3.43,39,24,152,-,30.4,32.0,0.95,116.4,2.87,-,5.6,336,3.7,17.2,-,-4,31,-,114,35,0.8,0.7,0.12,0.66,168.8,1070,503,-,12,12
"1:03:45,840",FTP60,Exercice,,41,3.63,3.51,40,24,152,-,30.3,31.3,0.97,116.7,2.88,-,5.9,291,3.8,17.1,-,-4,31,-,114,35,0.8,0.7,0.10,0.66,169.3,1082,509,-,12,12
"1:03:47,360",FTP60,Exercice,,41,3.63,3.51,40,24,152,-,30.3,31.3,0.97,116.7,2.88,-,5.9,291,3.8,17.1,-,-4,31,-,114,35,0.8,0.7,0.10,0.66,169.3,1082,509,-,12,12
"1:03:48,800",FTP60,Exercice,,42,3.65,3.52,40,24,152,-,30.9,32.0,0.96,119.9,2.88,-,5.9,348,3.8,17.1,-,-4,31,-,114,35,0.8,0.7,0.12,0.68,169.8,1089,512,-,12,12
"1:03:50,220",FTP60,Exercice,,42,3.64,3.52,40,24,153,-,30.6,31.7,0.97,118.8,2.85,-,5.9,324,3.8,17.0,-,-4,31,-,113,35,0.8,0.7,0.11,0.67,168.5,1087,511,-,12,12
"1:03:52,520",FTP60,Exercice,,42,3.64,3.53,40,24,154,-,30.6,31.6,0.97,118.6,2.81,-,5.5,327,3.8,17.0,-,-4,31,-,113,35,0.8,0.7,0.12,0.67,167.3,1086,511,-,12,12
"1:03:53,920",FTP60,Exercice,,42,3.64,3.53,40,24,154,-,30.5,31.5,0.97,118.3,2.80,-,5.4,358,3.8,17.0,-,-4,32,-,113,36,0.8,0.6,0.13,0.67,167.3,1086,511,-,12,12
"1:03:55,260",FTP60,Exercice,,42,3.69,3.57,41,24,154,-,26.1,27.0,0.97,103.6,2.45,-,5.1,65,3.9,16.9,-,-3,33,-,113,36,0.7,0.6,0.03,0.59,168.3,1102,518,-,12,12
"1:03:56,500",FTP60,Exercice,,42,3.69,3.57,41,24,154,-,26.1,27.0,0.97,103.6,2.45,-,5.1,78,4.0,16.9,-,-3,33,-,112,36,0.7,0.6,0.03,0.59,168.3,1101,518,-,12,12
"1:03:57,780",FTP60,Exercice,,42,3.94,3.69,43,26,154,-,24.5,26.1,0.94,103.6,2.45,-,5.1,11,4.0,16.8,-,-3,33,-,112,37,0.7,0.6,0.00,0.59,172.6,1167,549,-,13,13
"1:03:59,320",FTP60,Exercice,,42,3.94,3.69,43,26,154,-,24.5,26.1,0.94,103.6,2.45,-,4.9,11,4.0,16.8,-,-3,33,-,111,37,0.7,0.6,0.00,0.59,172.6,1167,549,-,13,13
"1:04:02,480",FTP60,Exercice,,42,4.23,3.75,46,27,154,-,26.3,29.6,0.89,118.3,2.80,-,5.1,247,3.9,16.8,-,-4,32,-,111,36,0.8,0.6,0.09,0.67,177.3,1237,582,-,14,14
"1:04:03,900",FTP60,Exercice,,42,4.23,3.75,46,27,154,-,26.6,30.0,0.89,119.9,2.84,-,5.1,243,3.9,16.9,-,-4,32,-,112,36,0.8,0.6,0.09,0.68,177.3,1237,582,-,14,14
"1:04:05,360",FTP60,Exercice,,41,4.11,3.74,45,27,153,-,27.3,30.0,0.91,119.4,2.91,-,5.1,255,3.9,16.9,-,-4,32,-,112,36,0.8,0.6,0.09,0.68,176.6,1209,569,-,13,13
"1:04:06,780",FTP60,Exercice,,41,4.11,3.74,45,27,153,-,27.3,30.0,0.91,119.4,2.91,-,5.5,255,3.9,16.9,-,-4,32,-,112,36,0.8,0.6,0.09,0.68,176.6,1209,569,-,13,13
"1:04:08,160",FTP60,Exercice,,41,4.11,3.74,45,27,153,-,27.7,30.5,0.91,121.0,2.94,-,5.5,267,3.9,16.9,-,-4,31,-,113,36,0.8,0.6,0.09,0.69,176.6,1210,569,-,13,13
"1:04:09,620",FTP60,Exercice,,41,4.05,3.77,44,26,153,-,28.3,30.5,0.93,121.7,2.96,-,5.5,233,3.8,17.0,-,-4,31,-,113,35,0.8,0.6,0.08,0.69,175.6,1198,563,-,13,13
"1:04:11,220",FTP60,Exercice,,41,3.92,3.74,43,26,153,-,29.1,30.5,0.95,121.0,2.94,-,5.5,219,3.7,17.1,-,-4,31,-,114,35,0.8,0.6,0.07,0.69,173.4,1165,548,-,13,13
"1:04:12,560",FTP60,Exercice,,41,3.77,3.57,41,25,153,-,29.8,31.4,0.95,119.4,2.91,-,5.3,301,3.7,17.1,-,-4,31,-,114,35,0.8,0.6,0.10,0.68,170.7,1118,526,-,12,12
"1:04:14,020",FTP60,Exercice,,41,3.74,3.56,41,24,153,-,29.9,31.5,0.95,119.0,2.90,-,5.5,285,3.7,17.1,-,-4,31,-,114,35,0.8,0.6,0.10,0.68,170.3,1112,523,-,12,12
"1:04:15,520",FTP60,Exercice,,41,3.65,3.46,40,24,153,-,30.6,32.2,0.95,118.7,2.89,-,5.3,362,3.7,17.1,-,-4,31,-,114,35,0.8,0.7,0.13,0.67,168.6,1084,510,-,12,12
"1:04:17,020",FTP60,Exercice,,42,3.61,3.51,40,24,153,-,31.3,32.2,0.97,120.3,2.89,-,5.5,362,3.7,17.2,-,-4,31,-,114,35,0.8,0.6,0.13,0.68,167.9,1079,507,-,12,12
"1:04:18,440",FTP60,Exercice,,42,3.55,3.39,39,23,153,-,30.8,32.3,0.95,116.7,2.76,-,5.3,370,3.7,17.2,-,-4,31,-,114,35,0.8,0.6,0.13,0.66,166.7,1056,497,-,12,12
"1:04:19,620",FTP60,Exercice,,42,3.52,3.35,39,23,153,-,30.5,32.1,0.95,114.8,2.72,-,5.3,357,3.7,17.2,-,-4,31,-,114,35,0.8,0.6,0.13,0.65,166.2,1047,492,-,11,11
"1:04:21,060",FTP60,Exercice,,42,3.47,3.30,38,23,153,-,30.9,32.5,0.95,114.4,2.71,-,5.2,383,3.7,17.2,-,-4,31,-,114,35,0.8,0.6,0.14,0.65,165.0,1030,484,-,11,11
"1:04:22,380",FTP60,Exercice,,42,3.47,3.30,38,23,153,-,30.9,32.5,0.95,114.4,2.71,-,5.2,397,3.7,17.2,-,-4,31,-,113,35,0.8,0.6,0.15,0.65,165.0,1030,484,-,11,11
"1:04:23,680",FTP60,Exercice,,42,3.47,3.30,38,23,152,-,30.9,32.5,0.95,114.4,2.71,-,5.3,397,3.7,17.2,-,-4,31,-,113,35,0.8,0.6,0.15,0.65,166.1,1030,484,-,11,11
"1:04:25,060",FTP60,Exercice,,42,3.52,3.35,39,23,152,-,30.5,32.1,0.95,114.8,2.72,-,5.3,371,3.7,17.1,-,-4,31,-,113,35,0.8,0.6,0.14,0.65,167.3,1046,492,-,11,11
"1:04:26,480",FTP60,Exercice,,42,3.55,3.39,39,23,152,-,30.8,32.3,0.95,116.7,2.76,-,5.1,393,3.7,17.1,-,-4,31,-,113,35,0.8,0.6,0.14,0.66,167.8,1056,496,-,12,12
"1:04:28,040",FTP60,Exercice,,42,3.55,3.39,39,23,152,-,30.8,32.3,0.95,116.7,2.76,-,5.1,393,3.7,17.1,-,-4,31,-,113,35,0.8,0.6,0.14,0.66,167.8,1056,497,-,12,12
"1:04:29,460",FTP60,Exercice,,42,3.74,3.49,41,25,152,-,28.8,30.8,0.93,114.8,2.72,-,5.1,307,3.8,17.0,-,-4,32,-,112,36,0.8,0.6,0.11,0.65,171.4,1107,520,-,12,12
"1:04:31,020",FTP60,Exercice,,41,3.74,3.42,41,25,152,-,28.4,31.1,0.91,113.2,2.76,-,5.1,351,3.8,17.0,-,-4,32,-,112,36,0.8,0.7,0.13,0.64,171.4,1102,518,-,12,12
"1:04:32,780",FTP60,Exercice,,41,3.74,3.42,41,25,152,-,28.4,31.1,0.91,113.2,2.76,-,5.1,365,3.8,16.9,-,-4,32,-,111,36,0.8,0.7,0.13,0.64,171.4,1101,518,-,12,12
"1:04:34,420",FTP60,Exercice,,41,3.74,3.43,41,25,152,-,29.0,31.6,0.92,115.4,2.81,-,5.1,399,3.8,16.9,-,-4,32,-,111,36,0.8,0.7,0.14,0.66,171.4,1102,518,-,12,12
"1:04:35,760",FTP60,Exercice,,42,3.85,3.53,42,25,152,-,29.0,31.6,0.92,118.7,2.81,-,5.1,399,3.8,16.9,-,-4,32,-,111,36,0.8,0.6,0.14,0.67,173.3,1134,533,-,12,12
"1:04:37,220",FTP60,Exercice,,41,3.73,3.43,41,25,152,-,29.1,31.6,0.92,115.4,2.81,-,5.1,399,3.8,16.9,-,-4,32,-,111,36,0.8,0.6,0.14,0.66,171.2,1100,517,-,12,12
"1:04:38,620",FTP60,Exercice,,41,3.64,3.39,40,24,152,-,29.2,31.3,0.93,113.2,2.76,-,5.1,381,3.8,16.9,-,-4,32,-,111,36,0.8,0.6,0.14,0.64,169.6,1077,507,-,12,12
"1:04:39,960",FTP60,Exercice,,42,3.66,3.43,40,24,152,-,29.2,31.1,0.94,113.9,2.73,-,5.1,335,3.7,17.0,-,-4,32,-,112,36,0.8,0.6,0.12,0.65,169.9,1084,510,-,12,12
"1:04:41,360",FTP60,Exercice,,42,3.66,3.43,40,24,151,-,29.2,31.1,0.94,113.9,2.73,-,5.3,293,3.7,17.1,-,-4,31,-,113,35,0.8,0.6,0.11,0.65,171.0,1084,510,-,12,12
"1:04:42,840",FTP60,Exercice,,42,3.66,3.43,40,24,151,-,29.4,31.4,0.94,114.8,2.76,-,5.3,312,3.7,17.1,-,-4,31,-,113,35,0.8,0.6,0.11,0.65,171.0,1084,510,-,12,12
"1:04:44,300",FTP60,Exercice,,42,3.66,3.43,40,24,151,-,30.0,32.0,0.94,117.0,2.81,-,5.3,357,3.7,17.1,-,-4,31,-,113,35,0.8,0.6,0.13,0.66,171.0,1084,510,-,12,12
"1:04:45,740",FTP60,Exercice,,41,3.65,3.44,40,24,151,-,29.9,31.7,0.94,116.1,2.83,-,5.3,334,3.7,17.1,-,-4,31,-,113,35,0.8,0.6,0.12,0.66,170.8,1081,509,-,12,12
"1:04:47,240",FTP60,Exercice,,41,3.60,3.39,39,24,151,-,30.2,32.1,0.94,115.6,2.85,-,5.3,360,3.7,17.1,-,-4,31,-,113,35,0.8,0.7,0.13,0.66,169.8,1067,502,-,12,12
